,Name,School,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SOS
1534,Ivan McFarlin,Oklahoma State,132.0,131.0,29.4,4.6,7.9,0.584,4.6,7.8,0.585,0.0,0.0,0.4,2.3,3.5,0.6679999999999999,3.1,4.3,7.4,1.2,1.3,1.2,1.8,3.1,11.6,8.04
1536,Paul Millsap,Louisiana Tech,92.0,91.0,35.2,7.2,12.4,0.5770000000000001,7.1,12.2,0.58,0.1,0.2,0.375,4.2,6.8,0.62,5.5,7.3,12.7,0.9,1.3,2.0,2.4,3.1,18.6,2.11
1538,Adam Morrison,Gonzaga,95.0,62.0,30.6,7.0,14.0,0.503,5.7,10.3,0.551,1.3,3.7,0.368,4.2,5.5,0.7609999999999999,1.3,3.8,5.1,2.0,0.7,0.4,1.7,1.7,19.7,4.24
1539,David Noel,UNC,127.0,51.0,23.2,2.7,5.2,0.532,2.2,3.7,0.6,0.5,1.4,0.354,0.9,1.6,0.5870000000000001,1.6,2.7,4.3,1.9,1.1,0.5,1.7,2.0,6.9,10.19
1540,Steve Novak,Marquette,126.0,89.0,27.0,3.8,8.4,0.456,1.0,2.3,0.44299999999999995,2.8,6.1,0.461,1.9,2.1,0.9309999999999999,1.0,3.2,4.2,1.0,0.5,0.1,1.1,2.0,12.4,6.07
1541,Kevinn Pinkney,Nevada,110.0,81.0,23.6,3.1,6.1,0.515,3.1,5.8,0.529,0.0,0.2,0.185,2.0,2.9,0.708,2.0,3.7,5.7,0.8,0.7,0.8,1.0,2.2,8.3,3.19
1542,Leon Powe,California,54.0,53.0,32.5,5.9,12.0,0.49200000000000005,5.9,11.9,0.495,0.1,0.2,0.3,5.9,8.8,0.672,3.4,6.4,9.8,1.1,0.8,0.6,2.2,2.4,17.8,7.74
1543,Roger Powell,Illinois,128.0,89.0,19.9,3.6,6.2,0.5720000000000001,3.2,5.3,0.602,0.4,0.9,0.39799999999999996,1.7,2.6,0.662,1.9,2.3,4.1,0.4,0.5,0.3,0.9,1.9,9.2,8.06
1544,Chris Quinn,Notre Dame,123.0,82.0,31.0,4.0,8.9,0.446,2.0,4.3,0.478,1.9,4.7,0.41700000000000004,1.9,2.3,0.825,0.6,2.1,2.7,3.5,1.3,0.1,1.3,1.7,11.8,7.42
1545,Allan Ray,Villanova,130.0,100.0,30.9,5.1,12.4,0.40700000000000003,2.7,5.9,0.451,2.4,6.5,0.36700000000000005,3.1,3.7,0.82,0.6,2.6,3.2,2.0,1.1,0.1,2.2,2.5,15.6,8.37
1546,Rajon Rondo,Kentucky,68.0,62.0,28.1,3.7,7.4,0.493,3.3,6.0,0.544,0.4,1.5,0.28300000000000003,1.9,3.3,0.5770000000000001,0.8,3.7,4.5,4.2,2.3,0.2,2.2,2.0,9.6,8.49
1547,Brandon Roy,Washington,103.0,71.0,27.5,5.2,10.1,0.512,4.7,8.6,0.541,0.5,1.5,0.344,3.5,4.5,0.765,1.8,3.2,5.0,3.0,1.0,0.5,2.1,2.1,14.3,6.83
1548,Cedric Simmons,NC State,63.0,33.0,18.9,2.7,4.8,0.565,2.7,4.7,0.5660000000000001,0.0,0.1,0.5,2.3,3.5,0.652,1.3,2.9,4.1,1.1,0.4,1.8,1.3,2.5,7.7,7.4
1549,Craig Smith,Boston College,130.0,127.0,34.0,7.1,12.7,0.5579999999999999,7.0,12.2,0.5720000000000001,0.1,0.5,0.239,3.8,5.9,0.643,3.0,5.6,8.6,1.9,1.3,0.8,2.3,2.9,18.1,6.73
1550,Steven Smith,La Salle,107.0,106.0,35.9,6.6,14.3,0.46299999999999997,5.5,11.0,0.504,1.1,3.3,0.326,3.9,4.9,0.794,2.4,5.7,8.1,1.7,1.2,0.7,3.3,2.9,18.1,1.87
1551,Tyrus Thomas,LSU,32.0,21.0,25.9,4.8,7.8,0.608,4.7,7.8,0.606,0.0,0.0,1.0,2.8,4.3,0.657,2.8,6.4,9.2,1.3,1.0,3.1,1.8,2.6,12.3,8.77
1553,Justin Williams,Wyoming,58.0,56.0,26.9,3.8,7.0,0.5379999999999999,3.8,7.0,0.54,0.0,0.0,0.0,2.5,4.4,0.574,3.4,5.4,8.7,0.6,0.4,4.2,2.2,3.2,10.1,3.86
1554,Marcus Williams,UConn,70.0,51.0,27.9,2.9,7.2,0.402,2.1,5.2,0.413,0.8,2.1,0.375,2.4,3.0,0.7909999999999999,0.7,2.6,3.2,7.3,1.0,0.2,3.2,1.7,9.0,7.32
1555,Shawne Williams,Memphis,36.0,34.0,27.8,4.3,10.4,0.41600000000000004,3.0,6.1,0.489,1.3,4.3,0.312,3.2,4.0,0.7859999999999999,1.7,4.4,6.2,1.9,1.4,1.4,2.3,2.9,13.2,4.24
1556,Shelden Williams,Duke,139.0,128.0,28.1,4.9,8.6,0.5720000000000001,4.9,8.6,0.574,0.0,0.1,0.33299999999999996,4.0,5.7,0.6940000000000001,3.2,5.9,9.1,0.9,1.2,3.0,2.3,3.1,13.9,9.51
1557,Arron Afflalo,UCLA,104.0,103.0,32.7,5.0,10.9,0.457,3.0,5.5,0.539,2.0,5.4,0.373,2.8,3.6,0.7809999999999999,0.6,2.8,3.5,1.9,0.6,0.2,2.0,2.1,14.8,8.4
1558,Blake Ahearn,Missouri State,129.0,84.0,26.5,3.7,8.9,0.423,1.6,3.6,0.444,2.1,5.2,0.408,3.4,3.6,0.946,0.3,1.5,1.7,1.8,0.7,0.0,1.7,1.3,13.0,4.41
1560,Morris Almond,Rice,121.0,56.0,27.1,5.2,10.5,0.49200000000000005,3.9,7.6,0.514,1.3,2.9,0.435,3.5,4.2,0.8240000000000001,1.0,2.5,3.5,1.0,0.7,0.5,2.2,1.7,15.1,2.25
1562,Corey Brewer,Florida,108.0,106.0,27.2,4.0,8.2,0.48,3.0,5.7,0.536,0.9,2.6,0.35600000000000004,2.5,3.6,0.708,1.3,3.0,4.3,2.8,1.6,0.4,2.3,2.2,11.3,6.65
1563,Aaron Brooks,Oregon,115.0,110.0,32.7,4.3,10.1,0.43,2.6,5.4,0.479,1.8,4.8,0.374,2.7,3.2,0.8340000000000001,0.7,2.7,3.5,4.1,1.1,0.1,2.6,2.3,13.1,6.68
1564,Wilson Chandler,DePaul,59.0,52.0,31.1,5.1,11.4,0.445,4.3,8.8,0.48700000000000004,0.8,2.6,0.303,2.0,3.0,0.659,1.9,5.2,7.1,1.2,0.7,1.5,1.8,2.9,12.9,8.64
1565,Mike Conley,Ohio State,39.0,39.0,31.6,4.1,7.9,0.518,3.6,6.2,0.579,0.5,1.8,0.304,2.6,3.7,0.6940000000000001,0.7,2.7,3.4,6.1,2.2,0.3,2.2,1.5,11.3,9.03
1566,Daequan Cook,Ohio State,39.0,1.0,19.7,3.6,8.1,0.445,2.2,4.8,0.465,1.4,3.3,0.415,1.2,1.7,0.6970000000000001,0.7,3.6,4.3,1.0,0.7,0.3,1.4,1.7,9.8,9.03
1567,Javaris Crittenton,Georgia Tech,32.0,31.0,31.3,4.9,11.0,0.45,3.8,7.8,0.488,1.1,3.2,0.35600000000000004,3.4,4.3,0.7829999999999999,0.9,2.8,3.7,5.8,2.0,0.1,3.9,2.1,14.4,9.36
1568,Jermareo Davidson,Alabama,126.0,121.0,28.7,3.8,8.1,0.467,3.7,7.9,0.47100000000000003,0.0,0.2,0.21100000000000002,2.5,3.5,0.7170000000000001,2.2,5.1,7.3,1.0,0.5,1.8,1.5,2.1,10.1,7.83
1569,Glen Davis,LSU,95.0,92.0,32.0,6.0,12.0,0.496,5.7,11.1,0.51,0.3,0.9,0.31,4.5,6.5,0.6940000000000001,3.8,5.8,9.6,1.5,1.1,1.2,2.4,2.6,16.7,7.99
1570,Jared Dudley,Boston College,130.0,130.0,36.4,5.3,10.5,0.504,4.4,8.0,0.5479999999999999,0.9,2.5,0.365,4.4,6.0,0.731,2.9,4.3,7.2,3.0,1.4,0.3,2.1,1.9,15.9,7.22
1571,Kevin Durant,Texas,35.0,35.0,35.9,8.7,18.5,0.473,6.4,12.7,0.505,2.3,5.8,0.40399999999999997,6.0,7.3,0.816,3.0,8.1,11.1,1.3,1.9,1.9,2.8,2.0,25.8,6.12
1572,Nick Fazekas,Nevada,131.0,119.0,30.1,6.9,12.9,0.532,6.0,10.3,0.579,0.9,2.6,0.341,4.2,5.1,0.815,2.5,7.1,9.6,1.3,0.7,1.5,1.7,2.0,18.8,3.05
1573,Thomas Gardner,Missouri,89.0,57.0,27.4,4.1,10.3,0.396,2.1,4.4,0.47700000000000004,2.0,6.0,0.336,1.8,2.3,0.777,0.9,1.7,2.6,1.5,0.7,0.0,2.0,2.1,12.0,8.14
1575,Jeff Green,Georgetown,102.0,102.0,33.2,4.8,9.7,0.488,3.9,7.3,0.531,0.9,2.4,0.359,2.7,3.9,0.7,2.1,4.4,6.5,3.1,0.9,1.2,2.5,2.5,13.1,7.65
1576,Taurean Green,Florida,111.0,79.0,29.2,2.9,7.1,0.401,1.2,2.8,0.419,1.7,4.3,0.389,3.2,3.7,0.857,0.3,1.9,2.2,3.6,1.1,0.1,2.5,1.6,10.6,6.65
1577,Mike Harris,Rice,121.0,85.0,28.7,6.5,10.7,0.602,6.2,10.0,0.62,0.3,0.8,0.385,3.4,4.6,0.731,3.1,6.1,9.2,1.0,1.1,1.0,1.8,2.3,16.6,2.31
1578,Spencer Hawes,Washington,31.0,24.0,28.9,6.2,11.7,0.532,6.2,11.6,0.5329999999999999,0.0,0.1,0.33299999999999996,2.4,3.2,0.755,2.0,4.4,6.4,1.9,0.5,1.7,2.5,2.3,14.9,6.5
1579,Al Horford,Florida,109.0,100.0,25.7,3.9,6.6,0.586,3.9,6.6,0.589,0.0,0.0,0.0,2.5,4.1,0.619,2.3,5.6,7.9,1.7,0.9,1.7,1.6,2.5,10.3,6.65
1580,Coby Karl,Boise State,127.0,111.0,29.7,3.9,9.5,0.413,1.8,3.9,0.474,2.1,5.6,0.371,3.4,4.3,0.787,0.7,3.3,4.0,3.2,0.9,0.5,2.7,2.7,13.4,1.46
1581,Carl Landry,Purdue,64.0,63.0,29.9,6.3,10.5,0.602,6.1,9.8,0.628,0.2,0.7,0.233,5.6,7.9,0.7140000000000001,3.0,4.0,7.1,1.2,1.0,0.8,2.9,3.0,18.4,8.86
1582,Keith Langford,Kansas,136.0,99.0,28.9,4.9,10.0,0.495,4.2,7.7,0.544,0.8,2.3,0.32799999999999996,2.7,4.2,0.649,1.8,2.5,4.3,2.4,0.9,0.5,2.0,2.1,13.3,10.04
1583,Acie Law,Texas A&M,122.0,106.0,30.8,5.0,10.6,0.466,4.0,8.0,0.502,0.9,2.6,0.35700000000000004,2.8,3.7,0.76,0.5,2.6,3.1,4.5,1.3,0.0,2.5,2.6,13.7,4.53
1585,Josh McRoberts,Duke,69.0,63.0,29.7,4.0,7.5,0.54,3.9,7.0,0.5589999999999999,0.1,0.5,0.278,2.5,3.8,0.664,1.9,4.6,6.5,2.4,1.2,1.9,1.9,2.8,10.8,9.63
1586,Demetris Nichols,Syracuse,123.0,93.0,25.8,3.8,9.0,0.423,2.2,4.4,0.493,1.7,4.7,0.358,1.6,2.1,0.752,1.2,3.0,4.1,1.1,1.0,0.8,1.5,2.0,10.9,7.27
1587,Joakim Noah,Florida,108.0,78.0,21.1,3.8,6.2,0.616,3.8,6.2,0.617,0.0,0.0,0.5,2.9,4.2,0.684,2.0,4.4,6.4,1.7,0.9,1.7,1.8,2.0,10.5,6.65
1588,Kasib Powell,Texas Tech,67.0,67.0,35.7,5.9,11.9,0.49200000000000005,5.7,11.2,0.509,0.1,0.7,0.217,3.2,5.1,0.629,2.0,4.1,6.1,4.1,1.1,0.6,1.5,2.3,15.1,7.75
1589,Gabe Pruitt,USC,80.0,70.0,32.4,4.5,10.2,0.43799999999999994,2.2,4.5,0.496,2.2,5.7,0.39299999999999996,2.6,3.3,0.778,0.6,2.5,3.1,3.5,2.0,0.2,2.4,2.3,13.8,6.92
1591,Ramon Sessions,Nevada,97.0,94.0,29.2,3.2,7.6,0.41700000000000004,2.9,6.7,0.43,0.3,0.8,0.313,2.2,3.0,0.74,1.0,3.2,4.2,4.9,1.2,0.1,2.6,1.3,8.8,2.12
1592,Courtney Sims,Michigan,133.0,111.0,23.2,3.8,6.5,0.586,3.8,6.4,0.5920000000000001,0.0,0.1,0.154,2.3,3.4,0.687,1.9,3.6,5.5,0.6,0.4,1.6,2.0,2.4,10.0,6.78
1593,Jason Smith,Colorado State,87.0,70.0,27.9,5.2,9.6,0.5479999999999999,5.1,9.3,0.556,0.1,0.3,0.308,4.1,5.5,0.7509999999999999,2.6,5.3,7.9,2.0,0.5,1.7,3.1,3.3,14.7,3.95
1594,Rodney Stuckey,Eastern Washington,59.0,59.0,33.1,8.1,17.1,0.47200000000000003,6.4,11.9,0.54,1.7,5.2,0.317,6.5,8.1,0.8059999999999999,1.1,3.6,4.7,4.8,2.3,0.3,3.5,2.4,24.4,-1.48
1595,Al Thornton,Florida State,124.0,69.0,22.0,4.4,8.3,0.528,3.9,7.2,0.5429999999999999,0.5,1.2,0.43799999999999994,3.0,4.2,0.701,2.1,3.1,5.2,0.7,0.8,0.6,1.7,2.3,12.3,7.69
1596,Alando Tucker,Wisconsin,134.0,126.0,32.1,6.0,12.4,0.48,5.2,10.0,0.522,0.8,2.5,0.307,3.9,6.1,0.636,2.3,3.4,5.7,1.6,0.8,0.2,1.7,1.6,16.5,7.56
1597,Darius Washington,Memphis,73.0,73.0,31.0,4.7,10.7,0.442,3.5,7.4,0.473,1.3,3.4,0.376,3.7,4.9,0.754,1.0,2.3,3.2,3.5,1.5,0.1,3.4,2.0,14.4,4.82
1599,Mario West,Georgia Tech,103.0,21.0,13.9,1.1,2.4,0.47,1.0,1.9,0.518,0.1,0.5,0.28800000000000003,0.8,1.2,0.6779999999999999,0.7,1.5,2.3,0.8,1.2,0.2,0.9,2.0,3.2,9.01
1602,Julian Wright,Kansas,71.0,52.0,24.1,4.4,8.0,0.555,4.4,7.7,0.565,0.0,0.2,0.188,1.5,2.5,0.591,2.1,4.2,6.3,2.0,1.2,1.3,2.2,2.1,10.4,7.23
1603,Nick Young,USC,96.0,90.0,31.1,5.8,11.9,0.484,4.8,9.2,0.518,1.0,2.7,0.368,3.0,3.9,0.764,1.7,3.3,5.1,1.4,0.8,0.3,2.1,2.5,15.5,6.92
1604,Thaddeus Young,Georgia Tech,31.0,31.0,29.6,5.7,11.9,0.478,4.5,8.9,0.498,1.3,3.0,0.419,1.7,2.3,0.743,2.3,2.5,4.9,2.0,1.3,0.4,2.2,2.0,14.4,9.36
1605,Joe Alexander,West Virginia,82.0,70.0,25.3,4.5,10.0,0.447,3.9,7.9,0.488,0.6,2.1,0.295,2.5,3.3,0.765,1.5,3.3,4.8,2.0,0.6,1.2,1.8,2.2,12.1,7.04
1606,Ryan Anderson,California,66.0,66.0,33.0,6.3,13.1,0.484,4.5,8.5,0.532,1.8,4.7,0.396,4.2,5.0,0.841,2.7,6.3,9.0,1.0,0.5,0.5,1.8,2.5,18.7,8.56
1607,Darrell Arthur,Kansas,78.0,46.0,21.9,4.7,8.7,0.541,4.7,8.5,0.552,0.0,0.2,0.11800000000000001,1.8,2.7,0.6759999999999999,2.2,3.3,5.5,0.6,0.7,1.4,1.6,2.8,11.3,7.53
1608,Jerryd Bayless,Arizona,30.0,30.0,35.7,5.8,12.6,0.45799999999999996,3.8,7.8,0.489,2.0,4.8,0.40700000000000003,6.2,7.4,0.8390000000000001,0.4,2.3,2.7,4.0,1.0,0.1,3.0,2.2,19.7,10.22
1609,Michael Beasley,Kansas State,33.0,33.0,31.5,9.3,17.5,0.532,8.2,14.6,0.562,1.1,2.9,0.379,6.5,8.5,0.774,4.0,8.4,12.4,1.2,1.3,1.6,2.9,2.6,26.2,7.79
1610,Bobby Brown,Cal State Fullerton,116.0,103.0,34.2,6.0,13.9,0.428,3.3,6.9,0.48,2.6,7.0,0.377,2.3,2.9,0.789,0.5,2.0,2.5,4.4,1.3,0.1,3.1,2.2,16.9,-2.5
1611,Mario Chalmers,Kansas,110.0,96.0,28.5,4.0,8.3,0.486,2.4,4.4,0.545,1.6,3.9,0.419,2.5,3.2,0.767,0.3,2.5,2.8,3.8,2.6,0.4,2.4,2.4,12.2,7.56
1612,Joe Crawford,Kentucky,127.0,76.0,25.3,4.0,9.2,0.43799999999999994,2.6,5.0,0.512,1.5,4.2,0.35,1.8,2.6,0.7020000000000001,1.2,2.2,3.4,1.5,0.5,0.2,1.6,1.9,11.3,8.87
1614,Chris Douglas-Roberts,Memphis,109.0,100.0,26.1,5.1,9.4,0.54,4.4,7.6,0.579,0.7,1.8,0.37200000000000005,3.3,4.6,0.725,1.2,2.4,3.7,1.7,1.0,0.4,2.0,1.9,14.2,4.64
1615,Eric Gordon,Indiana,32.0,32.0,34.7,5.8,13.3,0.433,3.6,6.8,0.525,2.2,6.5,0.337,7.2,8.7,0.8340000000000001,0.7,2.5,3.3,2.4,1.3,0.6,3.6,2.2,20.9,6.08
1616,Malik Hairston,Oregon,117.0,115.0,31.2,5.2,10.4,0.504,4.0,7.2,0.551,1.2,3.1,0.395,2.4,3.7,0.643,2.0,3.1,5.1,2.1,0.6,0.6,2.0,2.5,14.1,6.87
1617,Roy Hibbert,Georgetown,136.0,121.0,23.3,4.2,7.0,0.603,4.2,7.0,0.602,0.0,0.0,1.0,2.4,3.5,0.68,2.3,3.7,5.9,1.3,0.4,1.9,1.5,2.5,10.9,7.54
1618,George Hill,IUPUI,95.0,87.0,33.3,5.6,10.7,0.529,4.7,8.3,0.565,0.9,2.3,0.40399999999999997,4.8,6.1,0.785,1.9,3.8,5.8,3.3,1.6,0.3,2.5,2.8,17.0,-3.26
1619,Steven Hill,Arkansas,132.0,106.0,19.5,1.7,2.9,0.589,1.7,2.9,0.591,0.0,0.0,0.0,0.6,1.2,0.519,1.2,2.1,3.3,0.3,0.7,2.4,1.0,2.5,4.0,6.31
1620,Othello Hunter,Ohio State,76.0,45.0,22.2,3.3,5.6,0.583,3.2,5.4,0.591,0.1,0.2,0.308,1.2,2.0,0.603,2.3,3.1,5.5,0.6,0.5,1.3,1.0,2.0,7.8,8.5
1621,Darnell Jackson,Kansas,125.0,39.0,16.6,2.5,4.3,0.58,2.5,4.2,0.583,0.0,0.0,0.33299999999999996,1.8,2.6,0.685,1.7,3.2,4.9,0.5,0.5,0.4,1.0,1.8,6.8,8.38
1622,Dontell Jefferson,Arkansas,62.0,28.0,19.8,1.2,3.0,0.389,0.9,1.9,0.45,0.3,1.0,0.27699999999999997,1.0,1.5,0.67,0.5,2.1,2.6,3.3,1.1,0.3,2.0,2.0,3.6,4.88
1625,Kosta Koufos,Ohio State,37.0,35.0,27.1,6.0,11.8,0.508,5.4,10.1,0.535,0.6,1.7,0.349,1.8,2.7,0.68,2.6,4.0,6.7,0.5,0.4,1.8,1.5,2.2,14.4,7.97
1626,Rob Kurz,Notre Dame,108.0,75.0,23.3,2.8,6.0,0.46799999999999997,2.1,4.4,0.49,0.7,1.6,0.409,3.1,3.8,0.81,2.0,4.0,6.0,1.3,0.6,1.1,1.5,2.5,9.4,6.22
1627,Courtney Lee,Western Kentucky,127.0,127.0,31.2,6.3,13.6,0.46399999999999997,4.4,8.8,0.498,1.9,4.8,0.401,3.1,3.7,0.8170000000000001,1.7,3.5,5.2,2.2,1.9,0.6,2.5,2.5,17.6,-1.08
1628,Brook Lopez,Stanford,53.0,43.0,28.0,6.1,12.7,0.48,6.1,12.3,0.491,0.1,0.4,0.14300000000000002,3.7,4.9,0.764,2.3,4.8,7.1,1.1,0.5,1.9,2.1,2.6,16.0,8.0
1629,Robin Lopez,Stanford,67.0,61.0,24.3,3.5,6.9,0.511,3.5,6.9,0.511,0.0,0.0,0.5,1.9,3.1,0.612,2.6,3.1,5.6,0.8,0.3,2.3,1.6,2.5,9.0,8.0
1630,Kevin Love,UCLA,39.0,38.0,29.6,5.8,10.4,0.5589999999999999,5.1,8.3,0.611,0.7,2.1,0.354,5.1,6.6,0.767,3.6,7.0,10.6,1.9,0.7,1.4,2.0,1.9,17.5,7.71
1631,Cartier Martin,Kansas State,112.0,77.0,27.6,4.6,10.1,0.45799999999999996,3.0,6.1,0.49700000000000005,1.6,4.0,0.39899999999999997,2.9,3.8,0.78,1.7,3.1,4.8,1.5,0.7,0.2,1.7,2.4,13.8,6.11
1632,JaVale McGee,Nevada,66.0,31.0,18.7,3.5,6.5,0.542,3.3,5.9,0.563,0.2,0.7,0.35600000000000004,1.4,2.7,0.514,1.7,3.0,4.8,0.3,0.5,1.8,1.6,2.0,8.7,0.49
1633,Anthony Morrow,Georgia Tech,123.0,70.0,23.6,3.8,8.8,0.43700000000000006,1.7,3.8,0.45799999999999996,2.1,5.0,0.42100000000000004,1.6,1.8,0.867,1.2,2.0,3.3,1.0,0.8,0.2,1.1,2.0,11.4,8.6
1634,DeMarcus Nelson,Duke,124.0,74.0,26.2,3.8,8.2,0.466,2.8,5.5,0.511,1.0,2.7,0.373,2.1,3.7,0.586,1.4,3.5,4.9,1.8,1.2,0.3,2.1,2.1,10.8,9.64
1636,Anthony Randolph,LSU,31.0,31.0,32.8,5.9,12.7,0.46399999999999997,5.8,12.1,0.483,0.1,0.6,0.105,3.7,5.4,0.693,2.8,5.7,8.5,1.2,1.1,2.3,3.0,2.7,15.6,5.66
1637,Derrick Rose,Memphis,40.0,39.0,29.2,5.2,10.9,0.47700000000000004,4.3,8.3,0.521,0.9,2.6,0.337,3.7,5.1,0.7120000000000001,1.4,3.2,4.5,4.7,1.2,0.4,2.7,1.7,14.9,5.76
1638,Brandon Rush,Kansas,109.0,101.0,31.3,4.9,10.9,0.449,3.0,6.6,0.45799999999999996,1.9,4.3,0.435,1.8,2.5,0.733,1.5,4.0,5.5,2.0,0.7,0.8,2.1,1.5,13.6,7.56
1640,Sean Singletary,Virginia,123.0,123.0,32.8,5.2,12.9,0.406,3.4,7.9,0.433,1.8,5.0,0.36200000000000004,4.7,5.5,0.846,1.0,3.0,4.0,4.8,1.6,0.1,3.3,2.7,16.9,7.98
1642,Mike Taylor,Iowa State,31.0,30.0,35.0,5.3,14.2,0.376,2.8,7.3,0.391,2.5,6.9,0.36,2.8,4.2,0.682,0.7,3.4,4.1,4.5,1.1,0.1,5.4,2.9,16.0,5.19
1643,Jason Thompson,Rider,122.0,112.0,32.1,6.2,11.8,0.526,6.0,11.0,0.544,0.2,0.8,0.29100000000000004,4.0,6.0,0.667,3.0,6.6,9.6,2.0,0.9,1.9,2.6,3.0,16.7,-3.38
1644,Anthony Tolliver,Creighton,124.0,93.0,21.5,2.9,5.8,0.491,2.7,5.3,0.506,0.2,0.5,0.33299999999999996,2.2,3.3,0.6709999999999999,1.8,3.1,4.9,1.1,0.6,1.1,1.4,2.3,8.1,4.21
1645,Kyle Weaver,Washington State,121.0,103.0,29.8,3.3,7.2,0.46399999999999997,3.0,5.9,0.505,0.4,1.3,0.27699999999999997,2.6,3.6,0.716,1.3,3.4,4.7,3.8,1.6,0.8,2.6,2.0,9.6,6.88
1646,Sonny Weems,Arkansas,69.0,66.0,31.2,5.2,11.0,0.473,3.8,7.3,0.527,1.3,3.7,0.366,1.6,2.1,0.767,1.6,3.0,4.6,2.3,1.3,0.3,2.7,2.0,13.3,7.74
1647,Russell Westbrook,UCLA,75.0,35.0,21.9,3.1,6.6,0.46399999999999997,2.6,5.3,0.491,0.5,1.3,0.354,1.7,2.4,0.685,0.9,1.5,2.4,2.5,1.0,0.1,1.6,1.7,8.3,8.77
1648,Jawad Williams,UNC,128.0,105.0,27.0,4.6,9.5,0.48700000000000004,3.6,6.7,0.544,1.0,2.8,0.349,2.5,3.5,0.7240000000000001,1.8,3.0,4.8,1.5,0.7,0.7,1.6,1.8,12.7,10.88
1649,Antonio Anderson,Memphis,150.0,133.0,29.8,2.9,6.9,0.418,2.0,3.9,0.501,0.9,3.0,0.308,1.8,2.8,0.648,1.0,3.0,4.0,3.6,1.4,0.3,1.6,1.8,8.5,4.63
1651,Jon Brockman,Washington,131.0,129.0,28.7,5.5,10.3,0.534,5.5,10.3,0.534,0.0,0.0,0.0,2.8,4.6,0.612,3.7,6.1,9.8,1.0,0.8,0.1,2.1,2.8,13.8,7.16
1652,Derrick Brown,Xavier,106.0,72.0,25.0,3.7,6.5,0.573,3.2,5.3,0.61,0.5,1.2,0.415,2.4,3.3,0.718,1.9,3.7,5.6,1.5,0.7,0.8,1.6,2.5,10.3,4.5
1653,Chase Budinger,Arizona,100.0,100.0,35.4,6.0,12.8,0.469,4.1,7.8,0.524,1.9,5.0,0.38299999999999995,3.1,4.0,0.782,1.4,4.4,5.8,2.8,1.3,0.4,2.1,1.8,17.0,9.93
1655,Earl Clark,Louisville,104.0,63.0,26.7,4.0,8.6,0.467,3.5,6.8,0.512,0.5,1.8,0.298,2.0,3.2,0.64,2.1,4.9,7.0,1.7,0.9,1.2,2.1,1.7,10.6,8.03
1656,Darren Collison,UCLA,142.0,104.0,29.2,4.0,8.3,0.475,2.8,5.7,0.494,1.2,2.7,0.435,2.5,2.9,0.851,0.4,1.8,2.3,4.1,1.6,0.1,2.4,1.4,11.5,8.25
1657,Dante Cunningham,Villanova,139.0,104.0,27.2,3.7,7.1,0.524,3.7,7.0,0.525,0.0,0.0,0.33299999999999996,2.2,3.2,0.693,2.5,3.4,5.9,1.0,1.2,0.8,1.8,2.8,9.6,8.7
1658,JamesOn Curry,Oklahoma State,101.0,83.0,32.0,4.7,10.7,0.43700000000000006,2.7,5.9,0.46399999999999997,2.0,4.8,0.40399999999999997,2.2,2.9,0.758,0.5,2.4,2.9,3.5,1.0,0.2,2.8,2.0,13.5,7.56
1659,Stephen Curry,Davidson,104.0,103.0,32.6,8.4,17.9,0.467,4.4,8.3,0.53,4.0,9.7,0.41200000000000003,4.6,5.3,0.8759999999999999,0.8,3.8,4.5,3.7,2.1,0.3,3.0,2.4,25.3,-1.31
1660,Austin Daye,Gonzaga,67.0,34.0,22.5,4.1,8.6,0.47700000000000004,3.2,6.4,0.495,0.9,2.2,0.42200000000000004,2.5,3.1,0.79,0.9,4.9,5.8,1.0,0.7,1.9,1.9,2.6,11.6,2.85
1661,DeMar DeRozan,USC,35.0,35.0,33.4,5.5,10.5,0.523,5.3,9.5,0.562,0.2,1.0,0.16699999999999998,2.7,4.2,0.6459999999999999,2.4,3.3,5.7,1.5,0.9,0.4,2.1,2.1,13.9,9.15
1663,Wayne Ellington,UNC,115.0,112.0,28.5,5.4,11.6,0.46299999999999997,3.4,6.6,0.513,2.0,5.0,0.397,2.0,2.5,0.809,1.1,3.0,4.1,2.2,0.9,0.1,1.5,1.5,14.7,8.59
1664,Tyreke Evans,Memphis,37.0,35.0,29.0,6.2,13.6,0.455,5.3,10.3,0.514,0.9,3.4,0.27399999999999997,3.7,5.2,0.711,1.3,4.1,5.4,3.9,2.1,0.8,3.6,2.4,17.1,4.63
1665,Jonny Flynn,Syracuse,73.0,73.0,36.5,5.6,12.2,0.46,4.2,8.1,0.525,1.4,4.2,0.33299999999999996,4.0,5.1,0.782,0.6,2.1,2.7,6.0,1.5,0.2,3.1,1.5,16.6,8.72
1666,Sundiata Gaines,Georgia,123.0,123.0,31.7,4.1,10.0,0.41100000000000003,3.1,6.7,0.46399999999999997,1.0,3.3,0.303,2.7,4.6,0.591,1.9,3.6,5.5,3.9,2.1,0.2,2.6,2.1,11.9,6.88
1667,Alonzo Gee,Alabama,128.0,104.0,28.6,4.7,10.4,0.447,3.8,7.6,0.491,0.9,2.8,0.325,2.5,4.0,0.632,2.4,3.3,5.7,1.3,1.2,0.4,2.1,2.1,12.7,6.0
